id,label,ontology,synonyms,uri
61344008,Structure of body of tongue,SNOMED CT,Anterior tongue|Body of tongue|Anterior two-thirds of tongue|Anterior 2/3 of tongue,http://purl.bioontology.org/ontology/SNOMEDCT/61344008
61346005,Caudal lobe bronchus,SNOMED CT,Caudal lobe bronchus structure,http://purl.bioontology.org/ontology/SNOMEDCT/61346005
61352006,Structure of achilles tendon,SNOMED CT,Tendo calcaneus|Common calcaneal tendon|Achilles tendon,http://purl.bioontology.org/ontology/SNOMEDCT/61352006
61366001,Structure of nail of middle finger,SNOMED CT,Nail of middle finger|Nail of third finger,http://purl.bioontology.org/ontology/SNOMEDCT/61366001
61374000,Entire vincula tendinum of foot,SNOMED CT,Vincula tendinum of foot,http://purl.bioontology.org/ontology/SNOMEDCT/61374000
61379005,Structure of left side of trunk,SNOMED CT,Left side of trunk,http://purl.bioontology.org/ontology/SNOMEDCT/61379005
61396006,Structure of left thigh,SNOMED CT,Left thigh,http://purl.bioontology.org/ontology/SNOMEDCT/61396006
61414006,Rostral maxillary sinus,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/61414006
61459003,Anulus fibrosus of intervertebral disc of fourteenth thoracic vertebra,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/61459003
61460008,Structure of adrenal impression of liver,SNOMED CT,Adrenal impression of liver|Suprarenal impression of liver,http://purl.bioontology.org/ontology/SNOMEDCT/61460008
61463005,Subcutaneous tissue structure of all toes,SNOMED CT,Subcutaneous tissue of all toes|All subcutaneous tissue of toes,http://purl.bioontology.org/ontology/SNOMEDCT/61463005
61482001,Structure of head of phalanx of index finger,SNOMED CT,Head of phalanx of index finger,http://purl.bioontology.org/ontology/SNOMEDCT/61482001
61492009,Structure of hepatic lymph node,SNOMED CT,Hepatic lymph node|Portal lymph node,http://purl.bioontology.org/ontology/SNOMEDCT/61492009
61495006,Structure of puborectalis muscle,SNOMED CT,Puborectalis muscle,http://purl.bioontology.org/ontology/SNOMEDCT/61495006
61496007,Cartilaginous tissue structure,SNOMED CT,Cartilaginous tissue|Cartilage,http://purl.bioontology.org/ontology/SNOMEDCT/61496007
61506003,Structure of spinous process of first lumbar vertebra,SNOMED CT,Spinous process of first lumbar vertebra,http://purl.bioontology.org/ontology/SNOMEDCT/61506003
61513003,Structure of lymphatic vessel of lung,SNOMED CT,Lymphatics of lung|Lymphatic of lung|Lymphatic vessel of lung,http://purl.bioontology.org/ontology/SNOMEDCT/61513003
61538008,Structure of nucleus of tractus solitarius,SNOMED CT,Nucleus solitarius|Nucleus of tractus solitarius,http://purl.bioontology.org/ontology/SNOMEDCT/61538008
61559001,Structure of intervertebral foramen of fourth lumbar vertebra,SNOMED CT,Intervertebral foramen of fourth lumbar vertebra,http://purl.bioontology.org/ontology/SNOMEDCT/61559001
61563008,Epiglottis structure,SNOMED CT,Epiglottis,http://purl.bioontology.org/ontology/SNOMEDCT/61563008
61576002,Entire choroid plexus of third ventricle,SNOMED CT,Choroid plexus of third ventricle,http://purl.bioontology.org/ontology/SNOMEDCT/61576002
61577006,Structure of decussation of superior cerebellar peduncles,SNOMED CT,Decussation of superior cerebellar peduncles,http://purl.bioontology.org/ontology/SNOMEDCT/61577006
61592007,Skin structure of medial surface of finger,SNOMED CT,Skin of medial surface of finger,http://purl.bioontology.org/ontology/SNOMEDCT/61592007
61633005,Entire inferior articular process of cervical vertebra,SNOMED CT,Inferior articular process of cervical vertebra,http://purl.bioontology.org/ontology/SNOMEDCT/61633005
61634004,Structure of horn of coccyx,SNOMED CT,Cornu of coccyx|Horn of coccyx,http://purl.bioontology.org/ontology/SNOMEDCT/61634004
61637006,Structure of middle frontal sulcus,SNOMED CT,Middle frontal sulcus,http://purl.bioontology.org/ontology/SNOMEDCT/61637006
61645001,Structure of tuberculum sellae,SNOMED CT,Tuberculum sellae,http://purl.bioontology.org/ontology/SNOMEDCT/61645001
61647009,Colonic submucosa,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/61647009
61654003,Structure of anterior tympanic artery,SNOMED CT,Anterior tympanic artery,http://purl.bioontology.org/ontology/SNOMEDCT/61654003
61659008,Structure of intervertebral foramen of second thoracic vertebra,SNOMED CT,Intervertebral foramen of second thoracic vertebra,http://purl.bioontology.org/ontology/SNOMEDCT/61659008
61660003,Entire umbilical portion of portal vein,SNOMED CT,Umbilical portion of portal vein,http://purl.bioontology.org/ontology/SNOMEDCT/61660003
61670001,Medulla oblongata ventral lateral sulcus,SNOMED CT,Medulla oblongata ventrolateral sulcus,http://purl.bioontology.org/ontology/SNOMEDCT/61670001
61671002,Structure of internal acoustic meatus of temporal bone,SNOMED CT,Internal acoustic meatus of temporal bone,http://purl.bioontology.org/ontology/SNOMEDCT/61671002
61674005,"Structure of articular surface, interphalangeal, of phalanx of third toe",SNOMED CT,"Articular surface, interphalangeal, of phalanx of third toe",http://purl.bioontology.org/ontology/SNOMEDCT/61674005
61682005,Cerebellar fasciculus uncinatus,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/61682005
61685007,Lower limb structure,SNOMED CT,Lower limb|Lower extremity structure|Leg|Lower extremity,http://purl.bioontology.org/ontology/SNOMEDCT/61685007
61695000,Tunica media vasorum,SNOMED CT,Tunica media|Media,http://purl.bioontology.org/ontology/SNOMEDCT/61695000
61719002,Skin of vertex,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/61719002
61720008,Structure of thymic branch of brachiocephalic artery,SNOMED CT,Thymic branch of brachiocephalic artery,http://purl.bioontology.org/ontology/SNOMEDCT/61720008
61725003,Subcutaneous tissue structure of lateral surface of toe,SNOMED CT,Subcutaneous tissue of lateral surface of toe,http://purl.bioontology.org/ontology/SNOMEDCT/61725003
61729009,Structure of superficial flexor tendon of finger,SNOMED CT,Flexor digitorum superficialis tendon|Superficial flexor tendon of finger|Flexor digitorum sublimis tendon,http://purl.bioontology.org/ontology/SNOMEDCT/61729009
61737001,Structure of capsule of metacarpophalangeal joint of index finger,SNOMED CT,Capsule of metacarpophalangeal joint of index finger,http://purl.bioontology.org/ontology/SNOMEDCT/61737001
61747003,Joint structure of trunk,SNOMED CT,Joint of trunk,http://purl.bioontology.org/ontology/SNOMEDCT/61747003
61749000,Structure of longitudinal canal of modiolus,SNOMED CT,Longitudinal canal of modiolus,http://purl.bioontology.org/ontology/SNOMEDCT/61749000
61755005,Entire deep lateral cervical lymph node,SNOMED CT,Deep lateral cervical lymph node,http://purl.bioontology.org/ontology/SNOMEDCT/61755005
61760009,Structure of foramen lacerum,SNOMED CT,Foramen lacerum,http://purl.bioontology.org/ontology/SNOMEDCT/61760009
61763006,Structure of body of hyoid bone,SNOMED CT,Body of hyoid bone,http://purl.bioontology.org/ontology/SNOMEDCT/61763006
61787008,Structure of subcapital part of humerus,SNOMED CT,Subcapital part of humerus,http://purl.bioontology.org/ontology/SNOMEDCT/61787008
61791003,Subcutaneous tissue structure of lateral region of trunk,SNOMED CT,Subcutaneous tissue of lateral region of trunk,http://purl.bioontology.org/ontology/SNOMEDCT/61791003
61840008,Structure of endocardium of atrium,SNOMED CT,Endocardium of atrium,http://purl.bioontology.org/ontology/SNOMEDCT/61840008
61847006,Structure of Reil's limiting sulcus,SNOMED CT,Sulcus circularis insulae|Reil's limiting sulcus|Circular sulcus,http://purl.bioontology.org/ontology/SNOMEDCT/61847006
61853006,Spinal canal structure,SNOMED CT,Vertebral canal|Spinal canal,http://purl.bioontology.org/ontology/SNOMEDCT/61853006
61868007,Structure of deciduous mandibular right second molar tooth,SNOMED CT,Tooth T|Deciduous mandibular right second molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/61868007
61878005,Structure of subarachnoid cistern,SNOMED CT,Subarachnoid cistern,http://purl.bioontology.org/ontology/SNOMEDCT/61878005
61886005,Structure of choroid of right eye,SNOMED CT,Choroid of right eye|Choroid of right,http://purl.bioontology.org/ontology/SNOMEDCT/61886005
61896001,Structure of saphenous nerve,SNOMED CT,Saphenous nerve,http://purl.bioontology.org/ontology/SNOMEDCT/61896001
61897005,Structure of maxillary left first premolar tooth,SNOMED CT,Maxillary left first premolar tooth|Tooth 12,http://purl.bioontology.org/ontology/SNOMEDCT/61897005
61906009,Structure of medial palpebral artery,SNOMED CT,Medial palpebral artery|Medial palpebral arteries,http://purl.bioontology.org/ontology/SNOMEDCT/61906009
61913009,Alar structure,SNOMED CT,Ala nasi,http://purl.bioontology.org/ontology/SNOMEDCT/61913009
61918000,Structure of external occipital protuberance,SNOMED CT,External occipital protuberance,http://purl.bioontology.org/ontology/SNOMEDCT/61918000
61920002,Subcutaneous tissue structure of dorsal surface of great toe,SNOMED CT,Subcutaneous tissue of dorsal surface of great toe,http://purl.bioontology.org/ontology/SNOMEDCT/61920002
61940009,Structure of lymphatic vessel of small intestine,SNOMED CT,Lymphatic of small intestine|Lymphatics of small intestine|Lymphatic vessel of small intestine,http://purl.bioontology.org/ontology/SNOMEDCT/61940009
61942001,Auricular region structure,SNOMED CT,Auricular region,http://purl.bioontology.org/ontology/SNOMEDCT/61942001
61945004,Structure of distal shaft of tibia,SNOMED CT,Distal shaft of tibia,http://purl.bioontology.org/ontology/SNOMEDCT/61945004
61962009,Midbrain structure,SNOMED CT,Midbrain|Mesencephalon,http://purl.bioontology.org/ontology/SNOMEDCT/61962009
61964005,Structure of lateral antebrachial cutaneous nerve,SNOMED CT,Lateral antebrachial cutaneous nerve,http://purl.bioontology.org/ontology/SNOMEDCT/61964005
61987002,Trabecula of spleen,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/61987002
61990008,Dentinoenamel junction,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/61990008
61995003,Structure of valve of inferior vena cava,SNOMED CT,Valve of inferior vena cava|Eustachian valve,http://purl.bioontology.org/ontology/SNOMEDCT/61995003
62010007,Structure of cochlear branch of vestibulocochlear artery,SNOMED CT,Cochlear branch of vestibulocochlear artery,http://purl.bioontology.org/ontology/SNOMEDCT/62010007
62015002,Structure of perforating artery of femur,SNOMED CT,Perforating artery of femur|Perforating arteries of femur,http://purl.bioontology.org/ontology/SNOMEDCT/62015002
62016001,Cochlear modiolus structure,SNOMED CT,Modiolus,http://purl.bioontology.org/ontology/SNOMEDCT/62016001
62040009,All bronchioles,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/62040009
62054001,Structure of tendon and tendon sheath of great toe,SNOMED CT,Tendon and tendon sheath of great toe,http://purl.bioontology.org/ontology/SNOMEDCT/62054001
62073002,Structure of superior border of manubrium,SNOMED CT,Superior border of manubrium,http://purl.bioontology.org/ontology/SNOMEDCT/62073002
62088007,Edinger Westphal nucleus,SNOMED CT,Edinger-Westphal nucleus,http://purl.bioontology.org/ontology/SNOMEDCT/62088007
62121001,Corticothalamic fibers of anterior limb of internal capsule,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/62121001
62156002,Splint bones of forelimb,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/62156002
62159009,Structure of medulla oblongata medial lemniscus,SNOMED CT,Medulla oblongata medial lemniscus,http://purl.bioontology.org/ontology/SNOMEDCT/62159009
62165009,"Skin structure of foot, including toe",SNOMED CT,"Skin of foot and toe|Skin of foot, including toe",http://purl.bioontology.org/ontology/SNOMEDCT/62165009
62169003,Structure of sagittal suture of skull,SNOMED CT,Sagittal suture of skull,http://purl.bioontology.org/ontology/SNOMEDCT/62169003
62175007,Right lower extremity structure,SNOMED CT,Right lower extremity,http://purl.bioontology.org/ontology/SNOMEDCT/62175007
62181004,Structure of superior ligament of malleus,SNOMED CT,Superior ligament of malleus,http://purl.bioontology.org/ontology/SNOMEDCT/62181004
62215006,Subcutaneous tissue structure of medial surface of upper arm,SNOMED CT,Subcutaneous tissue of medial surface of upper arm|Subcutaneous tissue of medial surface of arm,http://purl.bioontology.org/ontology/SNOMEDCT/62215006
62217003,Structure of nucleus pulposus of intervertebral disc,SNOMED CT,Nucleus pulposus of intervertebral disc,http://purl.bioontology.org/ontology/SNOMEDCT/62217003
62223008,Structure of posterior ethmoidal artery,SNOMED CT,Posterior ethmoidal artery,http://purl.bioontology.org/ontology/SNOMEDCT/62223008
62273006,Collateral ligament of distal interphalangeal joint of forefoot,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/62273006
62284004,Structure of ventromedial hypothalamic nucleus,SNOMED CT,Ventromedial hypothalamic nucleus,http://purl.bioontology.org/ontology/SNOMEDCT/62284004
62290000,Structure of right upper eyelid,SNOMED CT,Right upper eyelid,http://purl.bioontology.org/ontology/SNOMEDCT/62290000
62378004,Structure of cervical spinal nerve,SNOMED CT,Cervical spinal nerve|Cervical nerve|Cervical nerves|Cervical nerve structure,http://purl.bioontology.org/ontology/SNOMEDCT/62378004
62380005,Structure of frontal process of maxilla,SNOMED CT,Frontal process of maxilla,http://purl.bioontology.org/ontology/SNOMEDCT/62380005
62397004,Sacral plexus structure,SNOMED CT,Sacral plexus,http://purl.bioontology.org/ontology/SNOMEDCT/62397004
62406002,Structure of mesentery of descending colon,SNOMED CT,Mesentery of descending colon,http://purl.bioontology.org/ontology/SNOMEDCT/62406002
62413002,Bone structure of radius,SNOMED CT,Radius,http://purl.bioontology.org/ontology/SNOMEDCT/62413002
62426003,Cervical air sac,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/62426003
62431001,Occipitofrontalis muscle structure,SNOMED CT,Occipitofrontalis muscle|Occipitofrontalis,http://purl.bioontology.org/ontology/SNOMEDCT/62431001
62439004,Subcutaneous tissue structure of lateral surface of third toe,SNOMED CT,Subcutaneous tissue of lateral surface of third toe,http://purl.bioontology.org/ontology/SNOMEDCT/62439004
62462002,Subcutaneous tissue structure of dorsal surface of third toe,SNOMED CT,Subcutaneous tissue of dorsal surface of third toe,http://purl.bioontology.org/ontology/SNOMEDCT/62462002
62466004,Structure of lateral process of malleus,SNOMED CT,Lateral process of malleus,http://purl.bioontology.org/ontology/SNOMEDCT/62466004
62468003,Subcutaneous tissue structure of vertebral area,SNOMED CT,Subcutaneous tissue of vertebral area,http://purl.bioontology.org/ontology/SNOMEDCT/62468003
62487009,Bone structure of T7,SNOMED CT,Seventh dorsal vertebra|Seventh thoracic vertebra,http://purl.bioontology.org/ontology/SNOMEDCT/62487009
62505001,Internal auditory canal structure,SNOMED CT,Internal auditory canal|Internal auditory meatus,http://purl.bioontology.org/ontology/SNOMEDCT/62505001
62534007,Inframesocolic peritoneal cavity,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/62534007
62536009,Structure of intrinsic auricular muscle,SNOMED CT,Intrinsic auricular muscle,http://purl.bioontology.org/ontology/SNOMEDCT/62536009
62542008,Structure of hilum of dentate nucleus,SNOMED CT,Hilum of dentate nucleus,http://purl.bioontology.org/ontology/SNOMEDCT/62542008
62551000,Intervertebral disc structure of third lumbar vertebra,SNOMED CT,"Intervertebral disc of third lumbar vertebra|Intervertebral disc, L3-L4|L3/4 disc",http://purl.bioontology.org/ontology/SNOMEDCT/62551000
62555009,Structure of atlantoaxial joint,SNOMED CT,C1/C2 lateral facet joint|Atlantoaxial joint,http://purl.bioontology.org/ontology/SNOMEDCT/62555009
62579006,Structure of vestibular surface of tooth,SNOMED CT,Vestibular surface of tooth|Facial surface of tooth,http://purl.bioontology.org/ontology/SNOMEDCT/62579006
62590001,Structure of medial margin of forearm,SNOMED CT,Ulnar margin of forearm|Medial margin of forearm,http://purl.bioontology.org/ontology/SNOMEDCT/62590001
62611005,Structure of ophthalmic nerve dorsal branch,SNOMED CT,Ophthalmic nerve dorsal branch|Ophthalmic nerve tentorial branch,http://purl.bioontology.org/ontology/SNOMEDCT/62611005
